word_id,word,translation into English,SER_m,SER_sd
word0538,AUTONOMÍA,AUTONOMY,3.838,2.180
word0539,AUTOR,AUTHOR,2.676,1.609
word0540,AUTORIDAD,AUTHORITY,3.794,1.855
word0541,AUTORITARIO,AUTHORITARIAN,3.324,1.987
word0542,AUTORIZAR,AUTHORIZE,3.114,1.586
word0543,AUTOSUGESTIONARSE,AUTOSUGGEST,3.059,1.613
word0544,AUXILIAR,ASSISTANT,3.941,2.029
word0545,AUXILIO,HELP,4.629,1.497
word0546,AVALANCHA,AVALANCHE,4.595,1.892
word0547,AVALAR,ENDORSE,2.057,1.413
word0548,AVANZAR,ADVANCE,3.417,2.020
word0549,AVARICIA,AVARICE,3.943,1.626
word0550,AVARO,MISERLY,2.765,1.597
word0551,AVE,BIRD,4.229,2.030
word0552,AVENIDA,AVENUE,3.143,1.700
word0553,AVENTURA,ADVENTURE,4.647,1.905
word0554,AVENTURERA,ADVENTURESS,4.706,1.931
word0555,AVERGONZADO,ASHAMED,4.278,1.830
word0556,AVERGONZAR,EMBARRASS,4.139,2.031
word0557,AVERIGUAR,FIND,3.231,1.993
word0558,AVERSIÓN,AVERSION,2.667,1.757
word0559,AVESTRUZ,OSTRICH,3.265,1.746
word0560,AVIÓN,AIRPLANE,4.378,1.816
word0561,AVISO,NOTICE,3.743,1.721
word0562,AVISPA,WASP,4.595,1.863
word0563,AYUDAR,HELP,4.676,1.804
word0564,AZAFATA,STEWARDESS,2.946,1.563
word0565,AZAR,CHANCE,3.105,1.857
word0566,AZOTE,SCOURGE,4.824,1.466
word0567,AZOTEA,ROOFTOP,3.971,1.867
word0568,AZÚCAR,SUGAR,5.000,1.639
word0569,AZUFRE,SULFUR,4.088,1.798
word0570,AZUL,BLUE,4.692,1.734
word0571,AZULEJO,TILE,2.657,1.514
word0572,AZULES,BLUE,4.294,1.993
word0573,BABA,SLIME,4.176,1.696
word0574,BABEAR,DROOL,3.514,1.805
word0575,BACTERIA,BACTERIUM,3.324,1.512
word0576,BAHÍA,BAY,3.500,1.656
word0577,BAILAR,DANCE,5.833,1.404
word0578,BAILARÍN,DANCER,4.513,1.833
word0579,BAILARINA,BALLERINA,4.371,1.942
word0580,BAJA,LOW,2.529,1.461
word0581,BAJADA,DESCENT,2.611,1.961
word0582,BAJAR,LOWER,2.735,1.333
word0583,BAJARSE,DESCEND,2.529,1.461
word0584,BAJO,LOW,3.147,1.598
word0585,BALA,BULLET,4.167,1.595
word0586,BALANCEAR,SWING,3.571,1.852
word0587,BALANCEARSE,ROCK,4.257,1.853
word0588,BALANZA,BALANCE,2.917,1.592
word0589,BALCÓN,BALCONY,3.514,1.560
word0590,BALLENA,WHALE,3.441,1.561
word0591,BALNEARIO,SPA,4.706,1.715
word0592,BAMBÚ,BAMBOO,3.324,1.930
word0593,BANCARIA,BANKING,2.382,1.477
word0594,BANCARROTA,BANKRUPTCY,3.641,2.071
word0595,BANCO,BANK,2.771,1.555
word0596,BANDA,BAND,3.211,1.933
word0597,BANDERA,FLAG,3.618,1.724
word0598,BANDO,SIDE,2.632,1.403
word0599,BANQUETE,BANQUET,4.559,1.709
word0600,BAÑAR,BATH,5.000,1.590
word0601,BAÑARSE,BATHE,5.282,1.806
word0602,BAÑERA,BATHTUB,4.147,1.690
word0603,BAÑO,BATHROOM,4.316,2.119
word0604,BAR,PUB,4.943,1.589
word0605,BARAJA,DECK,3.147,1.811
word0606,BARANDA,RAILING,2.378,1.738
word0607,BARATA,INEXPENSIVE,3.429,1.929
word0608,BARATO,CHEAP,3.514,2.063
word0609,BARBA,BEARD,4.588,1.743
word0610,BARBARIE,BRUTALITY,3.639,1.885
word0611,BARCO,SHIP,3.639,1.869
word0612,BARÍTONO,BARITONE,3.167,1.935
word0613,BARNIZ,VARNISH,2.912,1.485
word0614,BARNIZAR,VARNISH,3.333,2.125
word0615,BARRA,BAR,2.971,1.757
word0616,BARRANCO,RAVINE,3.824,1.732
word0617,BARRER,SWEEP,2.829,1.524
word0618,BARRIL,BARREL,3.150,1.688
word0619,BARRIO,NEIGHBORHOOD,3.629,1.629
word0620,BARRO,MUD,4.162,1.803
word0621,BARROCO,BAROQUE,3.382,1.923
word0622,BASE,BASE,2.176,1.466
word0623,BÁSICO,BASIC,1.941,1.301
word0624,BASÍLICA,BASILICA,2.730,1.661
word0625,BASTARDO,BASTARD,3.088,1.485
word0626,BASTO,COARSE,3.081,1.963
word0627,BASTÓN,CANE,3.294,1.733
word0628,BASURA,TRASH,4.600,1.882
word0629,BATA,GOWN,2.941,1.613
word0630,BATE,BAT,2.879,1.386
word0631,BATIDO,MILKSHAKE,4.147,1.941
word0632,BATIDORA,MIXER,3.114,1.891
word0633,BATIR,WHISK,3.147,1.500
word0634,BAÚL,TRUNK,3.294,1.488
word0635,BAUTISMAL,BAPTISMAL,2.559,1.418
word0636,BAYETA,CLOTH,3.385,1.801
word0637,BEATA,BLESSED,2.200,1.232
word0638,BEATITUD,BLESSEDNESS,2.103,1.392
word0639,BEBÉ,BABY,5.657,1.136
word0640,BEBER,DRINK,5.167,1.577
word0641,BEBIDA,BEVERAGE,5.029,1.642
word0642,BECAR,GRANT,3.684,1.876
word0643,BEDEL,JANITOR,2.000,1.333
word0644,BEIGE,BEIGE,2.917,1.873
word0645,BELÉN,CRIB,3.257,1.961
word0646,BELLA,BEAUTIFUL,5.286,1.601
word0647,BELLEZA,BEAUTY,5.059,1.324
word0648,BELLO,HANDSOME,4.778,1.742
word0649,BENDECIR,BLESS,3.179,1.833
word0650,BENEFICIO,BENEFIT,3.206,1.702
word0651,BESAR,KISS,6.543,0.741
word0652,BESARSE,KISS,6.152,1.253
word0653,BESO,KISS,6.359,1.013
word0654,BESTIA,BEAST,4.487,1.684
word0655,BIBLIA,BIBLE,2.886,1.778
word0656,BIBLIOTECA,LIBRARY,4.243,1.640
word0657,BÍCEPS,BICEPS,3.500,1.762
word0658,BICHO,BUG,4.686,1.952
word0659,BICICLETA,BICYCLE,4.513,1.833
word0660,BIEN,GOOD,3.972,2.049
word0661,BIGOTE,MOUSTACHE,3.757,1.978
word0662,BINGO,BINGO,2.917,1.713
word0663,BIOGRAFÍA,BIOGRAPHY,3.026,1.838
word0664,BIOLÓGICO,BIOLOGICAL,3.541,1.677
word0665,BLANCA,WHITE,3.794,1.887
word0666,BLANCO,WHITE,3.784,2.097
word0667,BLANDA,SOFT,3.743,1.771
word0668,BLANDO,SOFT,4.857,1.912
word0669,BLANQUEAR,WHITEN,3.147,1.598
word0670,BLASFEMIA,BLASPHEMY,3.353,1.790
word0671,BLINDADA,ARMORED,2.514,1.560
word0672,BLOQUE,BLOCK,2.514,1.560
word0673,BLOQUEAR,OBSTRUCT,3.378,1.754
word0674,BLUSA,BLOUSE,3.611,1.902
word0675,BOBINA,COIL,1.743,0.950
word0676,BOCA,MOUTH,5.118,1.822
word0677,BOCADO,BITE,4.500,1.398
word0678,BOCANADA,PUFF,3.162,1.893
word0679,BOCETO,SKETCH,3.265,1.582
word0680,BOCHORNO,EMBARRASSMENT,4.206,1.647
word0681,BOCINA,HORN,4.486,1.884
word0682,BODA,WEDDING,4.914,1.579
word0683,BODEGA,CELLAR,3.865,2.149
word0684,BOFETADA,SLAP,5.118,1.320
word0685,BOINA,BERET,2.794,1.388
word0686,BOLA,BALL,2.730,1.820
word0687,BOLAS,BALLS,3.088,1.747
word0688,BOLÍGRAFO,PEN,3.282,1.835
word0689,BOLOÑESA,BOLOGNESE,4.853,1.617
word0690,BOLSA,BAG,2.789,1.818
word0691,BOLSO,HANDBAG,3.270,1.774
word0692,BOMBA,BOMB,5.343,1.798
word0693,BOMBEAR,PUMP,3.441,1.637
word0694,BOMBILLA,BULB,3.543,2.133
word0695,BONANZA,BONANZA,2.676,1.665
word0696,BONDAD,GOODNESS,4.294,1.548
word0697,BONDADOSA,CARING,4.176,1.800
word0698,BONITA,PRETTY,4.794,1.366
word0699,BONITO,BEAUTIFUL,4.853,1.234
word0700,BORDE,EDGE,4.514,1.772
word0701,BOREAL,BOREAL,3.588,2.032
word0702,BORRACHERA,INTOXICATION,5.235,1.372
word0703,BORRACHO,DRUNKEN,5.229,1.262
word0704,BORRAR,DELETE,3.361,1.959
word0705,BORRASCOSA,STORMY,3.343,1.878
word0706,BOSQUE,FOREST,4.971,1.696
word0707,BOSTEZAR,YAWN,4.514,1.541
word0708,BOTA,BOOT,2.694,1.939
word0709,BOTÁNICO,BOTANICAL,3.441,1.580
word0710,BOTELLA,BOTTLE,3.639,1.973
word0711,BOTÓN,BUTTON,3.118,1.919
word0712,BÓVEDA,VAULT,2.583,1.538
word0713,BOXEADOR,BOXER,4.114,1.922
word0714,BRASA,EMBER,4.216,1.946
word0715,BRAZO,ARM,3.351,2.017
word0716,BRECHA,WOUND,3.868,1.989
word0717,BREVE,BRIEF,3.265,1.355
word0718,BREVEDAD,BREVITY,3.118,1.610
word0719,BRILLANTE,BRIGHT,4.441,1.481
word0720,BRILLANTES,BRIGHT,5.029,1.339
word0721,BRILLAR,SHINE,5.053,1.627
word0722,BRINDAR,OFFER,4.412,1.305
word0723,BRÍO,VERVE,2.194,1.390
word0724,BRISA,BREEZE,4.353,1.739
word0725,BROCHE,BROOCH,2.686,1.586
word0726,BROMA,JOKE,4.923,1.458
word0727,BROMEAR,JOKE,4.943,1.608
word0728,BRONCA,SCOLDING,4.263,1.589
word0729,BRONCE,BRONZE,3.229,1.784
word0730,BROTAR,SPROUT,3.294,1.567
word0731,BRUJA,WITCH,3.500,1.420
word0732,BRUJO,WIZARD,3.088,1.583
word0733,BRUMA,MIST,3.649,2.137
word0734,BRUTAL,BRUTAL,4.088,1.865
word0735,BRUTO,BRUTE,3.676,1.512
word0736,BUCEADOR,DIVER,3.314,1.762
word0737,BUCEAR,DIVE,4.500,1.710
word0738,BUEN,GOOD,3.265,1.620
word0739,BUENA,GOOD,3.853,1.726
word0740,BUENAS,GOOD,3.514,1.821
word0741,BUENO,GOOD,4.194,1.983
word0742,BUEY,OX,3.553,1.927
word0743,BÚFALO,BUFFALO,3.314,1.728
word0744,BUFANDA,SCARF,3.857,1.973
word0745,BÚHO,OWL,4.353,1.937
word0746,BULTO,LUMP,3.853,1.743
word0747,BUQUE,VESSEL,2.541,1.742
word0748,BURDEL,BROTHEL,3.735,1.711
word0749,BURLA,MOCKERY,4.059,1.369
word0750,BURLARSE,TEASE,3.765,1.539
word0751,BURLÓN,MOCKING,3.250,1.645
word0752,BURRO,DONKEY,3.308,1.866
word0753,BUSCAR,SEARCH,3.857,1.833
word0754,BUSTO,BUST,2.528,1.665
word0755,BUTACA,ARMCHAIR,2.543,1.559
word0756,BUTANO,BUTANE,2.912,1.815
word0757,BUTIFARRA,BUTIFARRA,3.500,2.102
word0758,BUZÓN,MAILBOX,2.200,1.511
word0759,CABALGATA,RIDE,4.176,1.714
word0760,CABALLERO,GENTLEMAN,4.147,1.395
word0761,CABALLO,HORSE,3.971,1.527
word0762,CABAÑA,CABIN,3.514,1.788
word0763,CABEZA,HEAD,3.743,2.063
word0764,CABLE,CABLE,2.829,1.562
word0765,CABO,CAPE,2.436,1.603
word0766,CABRA,GOAT,3.091,1.958
word0767,CABRAS,GOATS,2.971,1.714
word0768,CABREAR,ANNOY,4.500,1.503
word0769,CABREARSE,SULK,5.057,1.235
word0770,CACAHUETE,PEANUT,4.088,1.815
word0771,CACHEAR,SEARCH,3.794,1.591
word0772,CACHONDEARSE,MOCK,4.086,1.704
word0773,CACHORRO,PUPPY,5.865,1.228
word0774,CACTUS,CACTUS,4.028,2.077
word0775,CADÁVER,CORPSE,5.029,1.790
word0776,CADENA,CHAIN,2.865,1.798
word0777,CADENCIA,CADENCE,2.059,1.347
word0778,CADERA,HIP,3.553,1.606
word0779,CAER,FALL,4.514,1.634
word0780,CAERSE,FALL,4.324,1.628
word0781,CAFÉ,COFFEE,4.806,1.939
word0782,CAGAR,SHIT,4.583,2.075
word0783,CAGARSE,SHIT,4.225,2.130
word0784,CAÍDA,DROP,4.081,1.847
word0785,CAJA,BOX,2.514,1.669
word0786,CAL,LIME,2.818,1.685
word0787,CALABAZA,PUMPKIN,2.824,1.527
word0788,CALABOZO,DUNGEON,3.618,1.596
word0789,CALAMIDAD,CALAMITY,3.824,1.914
word0790,CALAVERA,SKULL,4.059,1.650
word0791,CALCAR,TRACE,3.088,1.464
word0792,CALCETÍN,SOCK,4.029,1.839
word0793,CALCULADORA,CALCULATOR,2.441,1.186
word0794,CÁLCULO,CALCULUS,2.795,1.641
word0795,CALDO,BROTH,4.086,1.931
word0796,CALENDARIO,CALENDAR,3.343,1.846
word0797,CALENTAR,WARM,4.944,1.433
word0798,CALENTARSE,WARM,5.353,1.433
word0799,CALIBRAR,CALIBRATE,3.114,1.659
word0800,CALIDAD,QUALITY,3.829,1.317
word0801,CÁLIDO,WARM,5.176,1.566
word0802,CALIENTE,HOT,5.314,1.451
word0803,CALIFICAR,QUALIFY,3.686,1.827
word0804,CÁLIZ,CHALICE,2.921,1.807
word0805,CALLADO,QUIET,3.757,1.739
word0806,CALLAR,HUSH,3.735,1.601
word0807,CALLARSE,SILENT,3.821,1.745
word0808,CALLE,STREET,3.143,1.665
word0809,CALLEJÓN,ALLEY,3.500,1.900
word0810,CALLO,CALLUS,2.769,1.709
word0811,CALMA,CALM,4.886,1.659
word0812,CALMAR,CALM,4.028,1.920
word0813,CALOR,HEAT,5.429,1.092
word0814,CALUMNIAR,SLANDER,2.684,1.710
word0815,CALVARIO,CALVARY,3.500,1.900
word0816,CALVO,BALD,3.086,1.738
word0817,CALZADO,FOOTWEAR,3.289,1.738
word0818,CALZAR,WEAR,3.371,1.911
word0819,CAMA,BED,5.088,1.730
word0820,CÁMARA,CAMERA,4.429,1.650
word0821,CAMARADA,COMRADE,3.000,1.815
word0822,CAMARERO,WAITER,3.059,1.413
word0823,CAMBIAR,CHANGE,3.811,2.080
word0824,CAMBIARSE,CHANGE,3.618,1.688
word0825,CAMELLO,CAMEL,3.676,1.753
word0826,CAMINAR,WALK,4.514,1.909
word0827,CAMINO,PATH,4.083,1.556
word0828,CAMIÓN,TRUCK,2.912,1.658
word0829,CAMISA,SHIRT,3.441,1.812
word0830,CAMPANA,BELL,4.111,2.122
word0831,CAMPAÑA,CAMPAIGN,2.895,1.798
word0832,CAMPEÓN,CHAMPION,4.054,1.943
word0833,CAMPO,FIELD,4.971,1.749
word0834,CANAL,CHANNEL,2.629,1.682
word0835,CANCELAR,CANCEL,3.000,1.706
word0836,CÁNCER,CANCER,5.743,1.482
word0837,CANCIÓN,SONG,5.846,1.424
word0838,CANDADO,LOCK,3.615,1.664
word0839,CANDIDATO,CANDIDATE,2.429,1.220
word0840,CANDIL,LAMP,2.730,1.661
word0841,CANELA,CINNAMON,4.800,1.967
word0842,CANGREJO,CRAB,4.143,2.002
word0843,CANGURO,KANGAROO,3.763,1.635
word0844,CANON,CANON,3.000,1.874
word0845,CANSADO,TIRED,5.114,1.795
word0846,CANSAR,EXHAUST,3.872,1.949
word0847,CANTANTE,SINGER,4.342,1.649
word0848,CANTAR,SING,5.528,1.630
word0849,CANTIDAD,QUANTITY,3.206,1.839
word0850,CANTINA,CANTEEN,3.632,1.683
word0851,CAÑÓN,CANNON,3.697,1.723
word0852,CAOBA,MAHOGANY,3.371,2.001
word0853,CAOS,CHAOS,5.000,1.475
word0854,CAPA,LAYER,2.757,1.817
word0855,CAPACES,CAPABLE,3.147,1.672
word0856,CAPACIDAD,CAPACITY,3.158,1.779
word0857,CAPAZ,ABLE,3.528,2.077
word0858,CAPELLÁN,CHAPLAIN,1.472,0.910
word0859,CAPILLA,CHAPEL,3.457,1.755
word0860,CAPITAL,CAPITAL,3.286,1.903
word0861,CAPITALIZAR,CAPITALIZE,2.382,1.326
word0862,CAPITÁN,CAPTAIN,3.206,1.822
word0863,CAPITULAR,CAPITULATE,1.941,1.099
word0864,CAPÍTULO,CHAPTER,3.079,1.923
word0865,CAPOTE,CLOAK,2.657,1.924
word0866,CAPRICHO,WHIM,3.543,1.990
word0867,CAPTAR,RECRUIT,3.647,1.905
word0868,CAPTURAR,CAPTURE,3.529,1.796
word0869,CAPUCHA,HOOD,2.971,1.636
word0870,CARA,FACE,4.667,1.915
word0871,CARACOL,SNAIL,3.487,1.890
word0872,CARÁCTER,CHARACTER,4.200,1.641
word0873,CARACTERIZAR,CHARACTERIZE,2.600,1.333
word0874,CARAMELO,CANDY,5.462,1.335
word0875,CARAVANA,CARAVAN,3.176,1.642
word0876,CARBÓN,COAL,3.444,1.858
word0877,CARBONIZAR,CARBONIZE,3.923,1.855
word0878,CARCAJADA,LAUGH,5.971,1.339
word0879,CÁRCEL,JAIL,4.286,1.725
word0880,CARECER,LACK,3.382,1.792
word0881,CARENCIA,SHORTAGE,3.265,1.601
word0882,CARGAR,LOAD,2.647,1.535
word0883,CARICATURA,CARICATURE,3.974,1.739
word0884,CARICIA,CARESS,5.800,1.549
word0885,CARIÑO,AFFECTION,5.395,1.685
word0886,CARIÑOSO,AFFECTIONATE,5.765,1.327
word0887,CARMÍN,CARMINE,3.824,1.547
word0888,CARNAVAL,CARNIVAL,4.833,2.007
word0889,CARNE,MEAT,5.029,1.193
word0890,CARNERO,RAM,2.606,1.600
word0891,CARNOSOS,FLESHY,4.441,1.618
word0892,CARO,EXPENSIVE,3.500,1.674
word0893,CARPETA,FOLDER,2.091,1.042
word0894,CARPINTERO,CARPENTER,2.970,1.811
word0895,CARRETERA,HIGHWAY,3.529,1.762
word0896,CARRITO,TROLLEY,2.703,1.762
word0897,CARRO,CART,2.853,1.811
word0898,CARROMATO,WAGON,2.324,1.571
word0899,CARROÑA,CARRION,3.029,1.642
word0900,CARRUAJE,CARRIAGE,2.971,1.642
word0901,CARTA,LETTER,3.353,1.873
word0902,CARTEL,POSTER,3.200,1.860
word0903,CARTULINA,CARDBOARD,3.231,1.870
word0904,CASA,HOUSE,4.735,2.050
word0905,CASADO,MARRIED,3.132,1.833
word0906,CASAR,MARRY,4.205,1.908
word0907,CASARSE,WED,4.676,1.753
word0908,CASCABEL,RATTLE,4.571,1.852
word0909,CASCADA,WATERFALL,4.865,1.735
word0910,CASCO,HELMET,3.324,1.872
word0911,CASERO,LANDLORD,4.147,1.941
word0912,CASINO,CASINO,4.000,1.940
word0913,CASITA,COTTAGE,4.200,1.694
word0914,CASO,CASE,2.436,1.683
word0915,CASTA,CASTE,3.088,1.815
word0916,CASTAÑA,CHESTNUT,3.912,1.897
word0917,CASTAÑO,CHESTNUT,3.889,1.997
word0918,CASTAÑUELAS,CASTANETS,4.053,1.944
word0919,CASTIGAR,PUNISH,3.842,1.732
word0920,CASTIGO,PUNISHMENT,4.405,1.423
word0921,CASTILLO,CASTLE,3.853,1.654
word0922,CASTRAR,CASTRATE,4.571,1.770
word0923,CASUAL,CASUAL,2.371,1.140
word0924,CASUALIDAD,CHANCE,3.263,1.941
word0925,CATALIZAR,CATALYZE,1.972,1.444
word0926,CATALOGAR,CATALOG,2.324,1.512
word0927,CATALOGARSE,CATALOG,2.595,1.658
word0928,CATAR,TASTE,3.816,1.943
word0929,CATÁSTROFE,CATASTROPHE,5.176,1.314
word0930,CATECISMO,CATECHISM,2.794,1.839
word0931,CATEGORÍA,CATEGORY,2.400,1.538
word0932,CATÓLICA,CATHOLIC,3.235,1.955
word0933,CATÓLICO,CATHOLIC,3.054,1.763
word0934,CATRE,COT,2.629,1.610
word0935,CAUCE,RIVERBED,2.441,1.561
word0936,CAUDAL,FLOW,2.853,1.579
word0937,CAUDALOSO,ABUNDANT,4.229,1.800
word0938,CAUDILLO,LEADER,2.946,1.929
word0939,CAUSAR,CAUSE,2.600,1.631
word0940,CAUTELA,CAUTION,2.886,1.694
word0941,CAVAR,DIG,3.235,1.634
word0942,CAVIDAD,CAVITY,3.171,1.618
word0943,CAVILAR,MUSE,2.079,1.617
word0944,CAZAR,HUNT,3.529,1.674
word0945,CAZO,SAUCEPAN,3.000,1.910
word0946,CEBO,BAIT,2.941,1.705
word0947,CEBOLLA,ONION,4.914,1.961
word0948,CEDER,YIELD,3.158,1.939
word0949,CEJA,EYEBROW,2.941,1.740
word0950,CELDA,CELL,3.514,1.616
word0951,CELEBRAR,CELEBRATE,5.324,1.547
word0952,CELERIDAD,CELERITY,2.811,1.729
word0953,CELO,ZEAL,3.735,1.746
word0954,CELOFÁN,CELLOPHANE,2.706,1.697
word0955,CELOS,JEALOUSY,4.324,1.718
word0956,CÉLULA,CELL,3.162,1.740
word0957,CELULOSA,CELLULOSE,2.686,1.471
word0958,CEMENTERIO,CEMETERY,4.769,2.019
word0959,CENA,DINNER,5.139,1.885
word0960,CENAR,DINE,5.216,1.669
word0961,CENICERO,ASHTRAY,3.353,1.968
word0962,CENIZA,ASH,3.829,1.774
word0963,CENSO,CENSUS,2.231,1.307
word0964,CENSURA,CENSORSHIP,3.278,1.846
word0965,CENSURAR,CENSOR,3.857,1.574
word0966,CENTRAL,CENTRAL,2.441,1.501
word0967,CENTRALIZAR,CENTRALIZE,2.278,1.427
word0968,CENTRAR,CENTER,3.154,1.663
word0969,CENTRIFUGAR,SPIN,2.949,1.806
word0970,CENTRO,CENTER,2.784,1.512
word0971,CENTURIA,CENTURY,1.600,1.035
word0972,CEPILLAR,BRUSH,3.886,1.997
word0973,CEPILLARSE,BRUSH,3.971,1.800
word0974,CEPILLO,BRUSH,3.538,1.998
word0975,CERA,WAX,3.286,1.888
word0976,CERÁMICA,CERAMICS,2.706,1.426
word0977,CERCANÍA,CLOSENESS,3.333,1.726
word0978,CERCANO,NEAR,4.471,1.813
word0979,CERDO,PIG,4.028,2.007
word0980,CEREAL,CEREAL,3.857,1.942
word0981,CEREALES,CEREALS,4.730,1.995
word0982,CEREBRAL,CEREBRAL,4.412,1.520
word0983,CEREBRO,BRAIN,4.868,1.298
word0984,CEREMONIA,CEREMONY,4.270,1.939
word0985,CEREZA,CHERRY,4.639,2.180
word0986,CERRADA,CLOSED,3.853,1.579
word0987,CERRADO,CLOSED,3.256,1.758
word0988,CERRAR,CLOSE,3.206,1.754
word0989,CERRO,HILL,2.622,1.831
word0990,CERTIFICAR,CERTIFY,3.088,1.545
word0991,CESAR,CEASE,2.706,1.508
word0992,CÉSPED,GRASS,4.000,2.029
word0993,CESTA,BASKET,2.853,1.844
word0994,CETRO,SCEPTER,2.147,1.540
word0995,CHALECO,VEST,2.676,1.916
word0996,CHAMPÁN,CHAMPAGNE,4.763,1.684
word0997,CHAMPIÑÓN,MUSHROOM,3.400,2.003
word0998,CHANTAJE,BLACKMAIL,3.108,1.792
word0999,CHAPA,PLATE,3.029,2.107
word1000,CHAPOTEAR,SPLASH,4.029,1.507
word1001,CHAQUETA,JACKET,3.541,2.049
word1002,CHARCA,POND,3.030,1.510
word1003,CHARCO,PUDDLE,3.600,1.769
word1004,CHARLAR,TALK,4.237,1.792
word1005,CHARLATÁN,CHATTERBOX,4.400,1.519
word1006,CHATA,FLAT,2.892,1.955
word1007,CHATEAR,CHAT,3.882,1.591
word1008,CHAVAL,LAD,3.951,1.830
word1009,CHEQUE,CHECK,3.351,1.829
word1010,CHICA,GIRL,4.278,2.160
word1011,CHICLE,GUM,3.879,1.833
word1012,CHICO,BOY,4.892,1.792
word1013,CHIFLADO,CRACKPOT,3.706,1.467
word1014,CHILLAR,SCREAM,5.000,1.326
word1015,CHILLIDO,SHRIEK,5.250,1.538
word1016,CHIMENEA,CHIMNEY,3.917,1.888
word1017,CHIP,CHIP,2.919,1.754
word1018,CHISPA,SPARK,4.459,1.850
word1019,CHISTE,JOKE,4.853,1.540
word1020,CHIVO,GOAT,2.088,1.215
word1021,CHOCAR,COLLIDE,4.257,2.049
word1022,CHOCOLATE,CHOCOLATE,5.914,1.579
word1023,CHÓFER,CHAUFFEUR,2.474,1.538
word1024,CHOQUE,CRASH,4.886,1.491
word1025,CHORRO,JET,4.000,1.831
word1026,CHOZA,HUT,2.974,1.619
word1027,CHULO,COCKY,4.514,1.579
word1028,CHUPAR,SUCK,5.314,1.491
word1029,CICATRIZ,SCAR,4.838,1.463
word1030,CICATRIZAR,HEAL,4.265,1.524
word1031,CICLO,CYCLE,2.868,1.727
word1032,CICLÓN,CYCLONE,4.564,2.023
word1033,CIEGA,BLIND,4.235,1.597
word1034,CIEGO,BLIND,4.647,1.433
word1035,CIELO,HEAVEN,4.861,1.775
word1036,CIEMPIÉS,CENTIPEDE,3.389,1.961
word1037,CIENO,SILT,1.971,1.636
word1038,CIENTÍFICA,SCIENTIFIC,2.694,1.954
word1039,CIENTÍFICO,SCIENTIFIC,3.795,1.880
word1040,CIERTO,TRUE,3.441,1.894
word1041,CIERVO,DEER,3.486,1.755
word1042,CIFRA,NUMBER,2.265,1.377
word1043,CIGARRO,CIGAR,4.471,1.779
word1044,CILINDRO,CYLINDER,2.143,1.264
word1045,CIMA,TOP,4.257,1.651
word1046,CINC,ZINC,1.971,1.193
word1047,CINE,CINEMA,5.088,1.464
word1048,CINTA,TAPE,2.800,1.729
word1049,CINTURA,WAIST,3.579,1.654
word1050,CINTURÓN,BELT,3.250,1.918
word1051,CIRCO,CIRCUS,4.088,1.694
word1052,CIRCUITO,CIRCUIT,3.051,1.731
word1053,CIRCULAR,CIRCULAR,3.235,1.843
word1054,CÍRCULO,CIRCLE,2.771,1.416
word1055,CIRUGÍA,SURGERY,4.632,1.880
word1056,CISNE,SWAN,3.971,1.855
word1057,CISTERNA,CISTERN,3.559,2.003
word1058,CITAR,QUOTE,2.718,1.605
word1059,CIUDAD,CITY,3.912,1.621
word1060,CIVIL,CIVIL,2.457,1.358
word1061,CIVILIZAR,CIVILIZE,3.146,1.682
word1062,CLAMOR,CLAMOR,2.588,1.654
word1063,CLAN,CLAN,2.471,1.376
word1064,CLARA,CLEAR,3.816,1.901
word1065,CLARIFICAR,CLARIFY,2.632,1.792
word1066,CLARO,OBVIOUS,3.744,1.585
word1067,CLASE,CLASS,3.971,1.817
word1068,CLÁSICA,CLASSICAL,3.378,2.152
word1069,CLÁSICO,CLASSIC,3.543,1.421
word1070,CLASIFICAR,CLASSIFY,3.121,1.833
word1071,CLAUSTRO,CLOISTER,2.762,1.885
word1072,CLAUSURAR,CLOSE,3.000,1.775
word1073,CLAVADA,RIPOFF,3.359,1.940
word1074,CLAVAR,NAIL,4.135,1.719
word1075,CLAVE,KEY,2.833,1.828
word1076,CLAVEL,CARNATION,4.400,1.752
word1077,CLAVO,NAIL,2.794,1.452
word1078,CLERO,CLERGY,2.171,1.224
word1079,CLIENTELA,CUSTOMERS,3.179,1.620
word1080,CLIMA,WEATHER,4.353,1.475
word1081,CLIMATIZAR,CLIMATIZE,3.629,1.457
word1082,CLÍNICA,CLINIC,3.857,1.665
word1083,CLÍNICO,CLINICAL,3.706,1.978
word1084,CLORO,CHLORINE,3.811,1.808
word1085,CLUB,CLUB,3.947,1.874
word1086,COACCIÓN,COERCION,2.914,1.579
word1087,COAGULAR,COAGULATE,3.882,1.572
word1088,COBARDE,COWARD,3.824,1.732
word1089,COBERTIZO,SHED,2.528,1.748
word1090,COBIJO,REFUGE,3.059,1.613
word1091,COBRAR,CHARGE,3.657,1.626
word1092,COCER,BOIL,4.057,2.028
word1093,COCHE,CAR,3.735,1.864
word1094,COCHECITO,PRAM,3.250,1.730
word1095,COCHINO,SWINE,4.029,1.834
word1096,COCINA,KITCHEN,4.371,1.734
word1097,COCINAR,COOK,5.057,1.589
word1098,COCINERO,COOK,4.474,1.623
word1099,COCODRILO,CROCODILE,4.029,1.899
word1100,CODIFICAR,ENCODE,2.824,1.267
word1101,CÓDIGO,CODE,2.667,1.675
word1102,CODO,ELBOW,2.514,1.197
word1103,COGER,TAKE,3.457,1.597
word1104,COGNITIVO,COGNITIVE,3.618,2.104
